age,avg_order_value,total_orders,last_purchase,is_fraudulent,email_open_rate,loyalty_score,churn_risk,tenure_days,gender_encoded,country_encoded,category_encoded
19,58.71,14,308,0,87.5,20,0.18,1831,0,0,4
78,42.67,8,13,0,39.2,22,0.47,1073,0,6,2
71,54.47,9,347,0,33.1,96,0.59,749,1,0,0
58,208.18,15,51,0,88.8,72,0.41,341,1,4,2
61,101.75,9,244,0,15.5,86,0.43,643,0,2,0
48,199.36,13,179,0,21.7,15,0.04,1279,0,9,2
61,128.08,13,301,0,82.8,35,0.15,1307,0,1,3
64,110.11,9,129,0,28.0,80,0.2,967,0,0,3
19,75.63,8,99,0,63.3,93,0.28,128,1,7,3
49,64.92,12,283,0,74.0,34,0.16,783,1,6,2
35,155.88,17,110,0,22.3,20,0.3,923,1,7,1
30,30.38,12,287,0,50.95,77,0.2,1820,1,0,4
63,93.19,9,91,0,51.6,56,0.32,510,1,6,1
22,95.93,12,75,0,79.2,51,0.25,1322,1,9,4
75,135.05,7,204,0,55.4,77,0.69,808,0,8,0
59,48.42,9,21,0,6.7,95,0.16,1282,0,8,3
61,21.63,16,169,0,35.1,85,0.16,430,1,4,3
27,217.03,15,156,0,33.1,50,0.35,936,1,5,4
73,58.4,5,221,0,80.8,30,0.45,1296,1,8,3
60,50.71,16,359,0,29.0,25,0.2,858,0,5,1
42,76.31,9,67,0,90.1,94,0.32,1000,1,6,2
51,122.12,9,160,0,33.5,74,0.17,765,1,8,3
54,134.48,11,173,0,19.4,71,0.04,1036,2,0,3
47,261.43,14,37,0,54.0,98,0.01,806,0,9,0
24,71.69,9,335,0,38.6,4,0.13,1298,1,0,2
23,77.58,12,25,0,64.8,63,0.07,1562,1,0,4
71,23.74,9,253,0,91.6,22,0.11,509,1,5,2
72,93.19,13,298,0,94.1,57,0.07,261,0,3,2
20,50.8,12,282,0,22.7,93,0.36,306,0,3,4
30,74.13,5,246,0,16.2,54,0.1,547,1,1,2
20,266.3,7,10,0,94.0,4,0.48,68,0,8,0
43,56.83,8,237,0,81.2,65,0.25,670,1,9,1
74,149.9,5,106,0,26.2,48,0.31,1166,1,9,2
79,53.67,7,333,0,80.5,23,0.31,1808,1,7,1
41,184.78,7,312,0,74.1,23,0.11,694,0,0,0
70,167.26,11,0,0,25.4,6,0.69,1269,1,9,0
23,44.85,9,10,0,90.6,69,0.13,785,1,6,2
60,49.23,9,157,0,32.2,64,0.17,851,1,2,3
77,247.32,8,87,0,48.0,87,0.55,528,1,0,2
75,73.98,6,241,0,60.9,71,0.22,1665,0,5,1
66,89.38,7,131,0,19.1,5,0.25,1055,1,0,0
59,80.41,11,85,0,61.1,33,0.21,1569,1,9,1
29,21.6,6,109,0,70.6,26,0.63,1152,0,4,1
66,203.83,13,327,0,10.2,59,0.35,1556,0,6,4
53,29.9,8,110,0,37.9,85,0.38,385,0,6,0
19,89.78,15,207,0,61.2,34,0.58,114,0,8,0
28,99.35,13,288,0,92.6,26,0.2,1728,1,3,1
56,105.01,5,73,0,89.1,74,0.23,1257,0,5,0
51,110.22,8,321,0,17.0,66,0.15,213,0,8,2
43,135.65,15,248,0,61.1,20,0.07,1558,1,1,4
35,202.88,13,107,0,9.8,14,0.36,1520,2,2,2
38,25.21,9,3,0,29.4,71,0.06,1758,1,7,3
53,90.63,11,214,0,59.7,74,0.12,1226,2,6,3
57,85.47,4,178,0,8.1,95,0.16,468,0,5,1
69,111.42,8,154,0,88.9,8,0.14,1559,0,3,3
63,25.9,7,288,0,82.9,58,0.7,1532,2,5,2
61,151.4,6,224,0,47.3,1,0.28,29,0,7,3
39,44.11,7,104,0,49.2,93,0.36,156,1,7,1
70,184.98,13,83,0,88.1,31,0.23,487,1,8,0
76,98.85,7,76,0,5.0,8,0.27,1266,1,0,4
47,113.12,12,202,0,14.4,80,0.11,174,1,1,1
67,69.43,10,338,0,30.8,83,0.18,1045,0,1,1
60,168.29,10,240,0,36.4,90,0.41,1397,1,9,1
78,264.98,16,287,0,98.7,60,0.19,703,1,1,2
77,142.9,13,194,0,14.7,62,0.55,1164,0,5,0
47,64.33,12,204,0,30.3,10,0.54,451,0,1,1
25,183.78,14,213,0,82.8,18,0.12,1772,1,3,0
51,126.01,7,18,0,50.95,66,0.41,189,1,1,1
74,64.07,13,158,0,65.5,93,0.29,294,1,6,2
64,185.29,12,211,0,32.9,66,0.31,749,0,9,1
26,249.33,7,52,0,11.8,52,0.14,82,1,5,3
68,195.23,5,87,0,98.4,67,0.35,749,0,7,2
37,81.97,10,159,0,25.1,88,0.19,279,1,8,1
57,267.05,12,8,0,84.5,9,0.63,419,1,2,1
42,169.63,7,178,0,89.5,48,0.16,76,2,8,1
36,124.71,6,82,0,44.1,60,0.09,618,1,0,3
22,82.79,9,150,0,85.1,78,0.61,1205,1,2,3
28,263.65,13,24,0,27.9,52,0.38,314,1,3,1
32,51.45,7,224,0,89.0,43,0.23,394,0,4,3
25,139.17,9,193,0,63.6,75,0.81,404,0,9,1
36,23.59,13,117,0,19.4,50,0.22,1204,1,7,3
40,118.31,6,322,0,78.7,88,0.39,888,1,8,0
44,310.7,15,247,0,91.4,14,0.4,769,1,1,1
57,135.5,10,77,0,57.0,18,0.39,790,0,9,1
49,60.81,11,151,0,76.0,77,0.67,793,0,1,4
43,76.9,10,55,0,50.95,34,0.13,886,0,9,4
44,106.54,20,305,0,78.7,83,0.18,1367,0,9,2
79,91.95,9,356,0,45.4,41,0.34,1160,1,0,0
36,151.49,10,258,0,74.0,75,0.59,1244,1,6,0
67,79.31,13,22,0,54.9,49,0.23,1560,1,3,2
59,159.08,13,161,0,41.5,90,0.13,1563,1,1,4
46,130.94,6,264,0,16.6,69,0.18,1559,1,1,2
56,32.86,7,81,0,90.9,85,0.09,352,0,1,4
77,79.05,8,58,1,41.5,9,0.38,104,0,0,1
58,141.5,11,65,0,24.0,48,0.45,983,2,8,2
50,93.19,8,114,0,24.2,12,0.33,805,1,5,3
36,61.32,8,290,0,24.2,65,0.36,1689,0,1,4
54,64.78,12,241,0,0.2,14,0.63,559,0,8,1
36,178.96,9,333,0,43.8,64,0.33,1672,0,6,3
50,87.75,5,108,0,89.1,26,0.19,714,1,1,3
64,133.2,14,303,0,2.5,7,0.66,1484,1,3,0
33,555.46,16,308,0,95.7,55,0.46,1834,1,7,4
40,74.91,12,330,0,17.9,59,0.4,43,1,4,1
24,87.63,9,31,1,71.9,80,0.15,1777,0,1,4
43,134.8,13,212,0,78.5,79,0.45,843,1,5,1
49,94.5,12,87,0,73.5,56,0.46,204,1,7,4
29,63.77,10,61,0,33.9,68,0.14,1667,0,3,3
25,63.5,10,2,0,70.4,30,0.15,85,0,0,0
22,120.61,4,261,0,47.3,23,0.48,956,0,4,2
59,93.19,13,111,0,15.2,86,0.46,433,0,0,4
45,62.54,10,11,0,20.1,79,0.35,1104,1,5,3
70,56.42,6,52,0,2.6,17,0.06,1677,1,4,2
22,28.63,6,147,0,33.2,2,0.48,795,1,5,2
66,124.96,11,133,0,72.8,72,0.35,1101,0,0,2
43,93.19,4,83,0,96.9,70,0.15,1453,2,3,3
22,59.18,11,183,0,13.4,39,0.22,1280,1,4,1
39,196.36,8,168,0,35.3,92,0.09,1448,0,2,2
32,104.75,7,48,0,18.1,48,0.49,1805,1,8,0
30,140.62,7,107,0,76.1,5,0.07,1255,0,3,1
45,144.21,10,192,0,92.0,21,0.27,1823,1,4,3
50,67.88,15,339,0,11.4,50,0.44,53,1,5,2
60,41.74,11,213,0,50.95,20,0.34,1051,0,5,3
40,79.19,6,359,0,27.1,98,0.11,1230,0,6,3
50,137.6,8,94,0,50.95,71,0.08,1103,0,3,2
60,29.95,10,30,0,5.7,94,0.16,782,1,5,3
35,240.35,11,155,0,8.0,94,0.24,1628,1,9,0
67,167.7,4,11,0,50.95,79,0.08,1005,1,8,0
70,37.62,15,271,0,44.6,91,0.28,1109,0,0,4
47,73.13,5,224,0,65.9,73,0.32,292,2,7,2
43,93.19,8,162,0,18.4,27,0.41,78,1,6,2
33,85.65,13,43,0,21.8,2,0.21,262,1,5,2
30,57.65,8,323,0,17.3,91,0.14,1779,0,9,4
56,171.44,13,225,1,80.7,47,0.23,39,1,6,0
50,39.82,17,252,0,13.7,40,0.29,1809,0,9,0
43,104.87,9,232,0,7.3,89,0.35,641,1,6,2
65,36.64,9,258,0,3.7,36,0.19,248,0,5,3
18,93.19,11,286,0,4.0,71,0.4,35,0,9,1
66,68.26,6,179,0,54.7,13,0.35,624,0,4,1
55,218.71,9,222,0,9.4,84,0.08,980,0,3,2
19,223.97,12,115,0,22.2,22,0.11,114,1,7,2
66,57.0,3,4,0,83.3,18,0.66,962,0,0,0
23,118.34,11,260,0,96.8,75,0.55,1554,0,7,0
63,110.26,9,65,0,86.1,6,0.15,1544,1,0,3
67,52.04,12,14,0,96.0,68,0.27,1444,1,2,0
55,195.16,18,148,0,67.0,67,0.24,1090,1,8,1
59,80.89,13,100,0,98.7,52,0.06,519,0,2,1
41,93.19,13,266,0,49.6,70,0.12,1522,1,1,0
35,125.01,11,217,0,79.5,79,0.28,1440,0,5,1
44,20.64,12,41,0,97.2,3,0.48,1793,1,4,1
58,88.5,16,65,0,70.9,17,0.05,778,0,3,1
25,112.19,12,349,0,95.7,94,0.27,1768,1,4,1
45,121.33,15,316,0,25.4,86,0.17,631,1,7,4
27,71.68,9,315,1,30.0,66,0.27,1513,0,0,2
34,121.34,11,119,0,39.7,57,0.28,1582,0,2,3
72,24.58,13,244,0,46.5,80,0.29,631,1,4,4
79,134.43,7,286,0,89.7,22,0.53,1665,1,2,3
46,127.3,5,47,0,88.8,11,0.08,1455,1,8,4
75,135.61,7,287,0,65.8,36,0.14,562,0,8,4
23,93.34,14,312,0,23.2,53,0.28,1328,0,0,3
31,85.03,14,254,0,24.0,76,0.38,660,0,1,2
39,90.29,15,350,0,63.2,40,0.55,662,0,4,0
71,91.04,11,154,0,50.3,35,0.55,118,0,3,4
23,223.15,9,337,0,25.9,43,0.35,1561,1,2,2
43,172.16,11,260,0,16.8,45,0.07,1582,2,2,0
56,51.92,14,16,0,72.3,41,0.45,1364,0,8,3
29,26.27,8,202,0,50.95,64,0.26,619,1,5,4
52,60.05,11,165,0,26.1,15,0.24,1063,1,0,0
31,135.26,7,47,0,42.5,44,0.32,255,1,2,2
39,67.01,5,228,0,71.3,42,0.35,1001,1,8,0
68,37.41,11,212,0,46.9,59,0.32,1364,0,8,3
40,142.0,11,215,0,96.1,85,0.22,25,0,9,0
65,70.22,11,304,0,13.0,4,0.13,822,0,2,1
24,93.19,6,168,0,85.4,71,0.19,302,0,9,4
57,97.15,8,21,0,30.6,29,0.54,994,0,3,2
67,145.18,3,274,0,68.7,41,0.21,110,0,3,2
42,138.97,16,112,0,25.4,6,0.19,1780,1,8,4
30,27.81,11,356,0,96.6,39,0.45,1005,1,5,4
38,89.04,16,202,0,5.0,81,0.38,937,0,5,1
58,41.66,4,32,0,51.4,66,0.55,1098,1,9,1
27,62.65,5,88,0,91.1,81,0.14,631,1,8,2
70,316.85,7,133,0,47.0,93,0.19,971,0,9,0
72,39.24,11,10,0,84.0,27,0.23,380,0,0,4
76,16.77,9,26,0,95.0,7,0.27,1495,1,9,1
26,61.5,11,30,0,50.95,11,0.13,1460,0,1,1
32,88.02,11,90,0,48.9,90,0.15,1592,0,2,1
69,157.87,10,168,0,68.6,32,0.04,1366,1,3,0
19,142.26,10,46,0,83.2,87,0.19,566,1,6,2
42,108.31,12,78,0,16.3,51,0.48,1250,2,8,2
30,100.94,7,1,0,56.7,40,0.12,907,1,5,1
51,109.06,10,19,0,16.3,7,0.33,1060,1,4,0
68,93.19,11,105,0,75.5,1,0.02,956,0,2,0
75,101.52,9,294,0,28.5,25,0.26,382,0,6,2
51,76.02,18,329,0,26.9,95,0.27,280,1,1,4
52,53.05,7,89,0,77.0,6,0.34,1326,1,4,1
55,70.76,10,137,0,84.2,92,0.14,713,1,5,0
20,119.13,12,167,0,34.3,95,0.44,642,2,1,4
59,88.35,9,140,0,50.1,16,0.07,861,1,5,3
73,102.97,7,212,0,69.3,15,0.35,463,0,5,1
76,126.93,7,299,0,74.5,22,0.09,953,2,8,3
23,119.62,7,31,0,77.0,18,0.34,1537,1,4,2
72,18.38,12,29,0,39.0,50,0.12,594,2,0,2
65,182.37,9,308,0,53.6,72,0.31,1775,2,9,2
66,159.11,8,331,0,11.0,10,0.37,381,0,9,0
36,68.7,7,43,0,94.9,49,0.22,738,1,2,0
20,278.62,8,34,0,70.1,70,0.31,579,0,5,4
35,92.37,14,44,0,37.6,10,0.32,1200,0,2,3
56,79.85,9,137,0,39.0,39,0.06,491,2,4,2
26,33.15,6,46,0,50.95,58,0.32,1222,1,5,2
69,39.9,10,184,0,45.7,71,0.23,444,0,5,0
29,92.41,14,17,0,67.3,42,0.27,1027,1,6,0
22,80.52,7,184,0,95.3,45,0.04,263,1,3,0
20,236.08,6,71,0,64.8,99,0.07,307,1,9,1
28,37.26,10,122,0,65.1,28,0.49,1780,0,4,3
74,107.65,13,170,0,78.6,89,0.55,462,0,1,3
47,93.19,8,76,0,51.0,92,0.22,805,0,1,1
21,68.31,10,8,0,3.2,73,0.22,1471,2,0,2
22,72.2,7,200,0,89.0,5,0.23,672,1,7,4
18,48.15,9,242,0,40.2,57,0.46,1038,0,4,4
44,44.49,9,68,0,98.5,80,0.22,358,1,7,2
45,79.01,11,238,0,40.6,29,0.2,964,1,6,4
46,58.87,8,316,0,66.8,55,0.46,510,0,1,0
35,251.26,8,10,0,46.0,23,0.09,1558,2,4,3
29,251.02,9,319,0,23.2,57,0.12,702,0,5,0
30,149.44,11,37,0,93.1,18,0.14,1356,0,3,4
58,93.19,8,9,0,62.7,26,0.13,898,1,8,4
19,30.07,13,15,0,45.1,5,0.43,1638,1,3,3
54,174.97,9,324,0,14.4,8,0.27,388,0,0,0
62,14.96,18,242,0,99.9,19,0.45,1665,1,1,3
33,40.0,16,246,0,89.5,28,0.3,540,1,2,4
65,123.89,14,41,0,50.95,68,0.51,1453,0,2,3
41,40.49,7,233,0,17.1,84,0.32,1825,1,8,3
52,45.41,10,43,0,3.0,50,0.24,405,1,1,4
39,159.34,11,163,0,15.2,86,0.14,703,0,4,3
53,410.82,8,149,0,53.4,76,0.27,389,0,5,0
28,92.19,10,279,0,81.6,65,0.2,1428,2,0,4
72,31.25,8,203,0,36.4,8,0.32,1451,0,2,3
75,185.01,13,230,0,43.4,60,0.05,925,1,8,2
63,58.2,7,290,0,47.3,58,0.31,901,2,3,0
46,128.28,7,305,0,1.8,27,0.1,182,0,5,0
52,155.03,7,338,0,17.7,85,0.21,566,1,2,0
65,75.14,12,333,0,50.95,33,0.34,1245,1,3,1
71,219.52,7,295,0,27.9,97,0.13,1315,0,4,4
32,28.54,10,21,0,52.3,46,0.17,1448,0,3,1
77,28.61,12,174,0,10.8,37,0.19,819,0,5,3
48,28.53,12,241,0,80.3,69,0.22,1447,0,3,4
59,24.59,9,330,0,78.4,15,0.31,642,0,4,0
58,78.63,9,65,0,67.0,94,0.42,449,2,0,0
60,97.02,14,93,0,53.1,67,0.04,1791,0,5,0
33,86.36,11,212,0,39.0,28,0.42,1330,1,0,0
27,58.58,16,240,0,68.3,63,0.84,1151,0,8,3
66,251.94,16,109,0,78.2,94,0.35,1069,1,1,2
49,83.38,13,46,0,80.9,3,0.51,224,0,3,4
68,54.93,10,359,0,34.8,52,0.4,1248,2,6,2
19,141.81,10,155,0,19.4,44,0.4,1439,0,0,4
41,93.19,11,79,0,34.2,60,0.44,1621,0,4,0
40,52.15,9,44,0,0.8,58,0.06,134,0,2,1
19,17.95,9,356,0,50.95,95,0.38,599,1,0,3
55,81.47,9,194,0,27.3,14,0.3,912,1,2,4
48,164.43,11,236,0,79.0,6,0.71,701,0,3,0
68,72.35,5,210,0,67.5,19,0.47,1074,0,8,1
57,101.68,10,267,0,2.6,62,0.12,1063,0,9,0
43,72.96,6,82,0,14.4,5,0.24,823,1,5,3
46,72.87,13,112,0,54.2,49,0.15,563,0,2,1
20,161.64,5,266,0,61.8,51,0.14,83,0,2,4
75,57.62,8,130,0,76.9,26,0.6,37,0,5,4
31,141.89,8,316,0,96.8,56,0.58,57,0,9,4
42,339.59,6,55,0,70.2,18,0.18,1182,0,3,4
65,77.58,11,237,0,54.5,45,0.11,1476,0,4,1
18,53.84,11,25,0,41.4,95,0.12,1474,1,1,3
70,96.08,6,341,0,73.8,82,0.32,414,0,2,1
20,47.74,15,244,0,93.5,9,0.07,720,1,9,4
71,236.98,14,208,0,42.3,90,0.24,548,2,9,3
43,99.1,11,289,0,58.5,2,0.28,1802,1,8,2
35,46.91,10,182,0,20.7,96,0.5,1592,1,2,2
26,131.44,7,206,0,85.7,42,0.31,1334,0,0,1
55,117.48,7,203,0,50.95,70,0.07,1774,1,3,4
40,48.62,8,207,0,35.5,84,0.6,275,0,4,2
38,218.68,11,71,0,87.4,72,0.32,337,0,9,2
74,100.07,13,311,0,97.1,68,0.65,552,0,8,0
18,25.25,13,338,0,28.9,89,0.32,146,2,8,0
38,72.43,12,146,0,18.7,31,0.55,156,1,5,3
44,258.6,13,203,0,83.2,19,0.34,1722,0,2,3
59,208.99,15,348,0,58.2,71,0.11,785,1,9,4
76,112.89,8,132,0,50.95,47,0.15,1446,1,4,2
23,75.88,9,281,0,34.8,37,0.6,246,0,0,1
72,174.78,7,77,0,58.1,94,0.75,1778,1,6,1
61,110.68,7,96,0,57.7,91,0.21,330,0,6,0
53,134.75,5,162,0,18.8,81,0.37,1279,0,0,3
45,174.18,10,330,0,99.2,96,0.04,1360,0,9,4
62,214.56,8,195,0,66.4,19,0.27,1189,2,2,0
34,32.77,7,115,0,66.4,89,0.59,656,1,4,0
76,38.56,5,160,0,50.95,93,0.15,279,0,5,4
57,33.51,10,254,0,65.0,25,0.41,1106,0,2,4
75,141.61,10,69,0,83.3,53,0.5,1424,0,1,2
69,315.51,6,201,0,81.4,96,0.34,1826,1,2,4
20,60.57,7,35,0,92.0,75,0.06,898,0,2,4
29,99.75,7,304,0,14.9,4,0.14,495,1,3,0
56,119.55,10,217,0,50.95,46,0.38,157,1,9,0
29,211.97,5,308,0,71.0,31,0.23,1318,0,5,1
19,77.0,10,196,0,80.8,36,0.25,812,0,3,1
73,82.4,12,335,0,67.4,4,0.26,1794,2,9,1
63,72.62,10,326,0,14.3,2,0.25,919,0,7,4
39,218.94,10,191,0,59.5,39,0.27,880,0,5,2
40,55.78,9,276,0,74.8,97,0.11,1704,1,9,0
47,51.49,10,290,0,13.7,44,0.44,230,1,6,3
22,93.19,14,85,0,5.6,91,0.41,1126,1,3,2
26,55.53,7,21,0,25.5,90,0.42,1244,2,7,3
38,29.65,7,133,0,9.1,19,0.71,350,1,5,4
28,86.29,14,160,1,14.9,41,0.57,1515,1,1,3
22,66.71,11,294,0,20.3,97,0.26,1494,0,4,1
52,23.75,7,42,0,53.1,38,0.19,1219,1,1,0
44,189.02,14,40,0,15.6,74,0.61,764,1,6,2
66,111.86,5,290,0,60.5,65,0.47,1098,0,6,1
19,77.17,8,279,0,29.1,35,0.61,1185,1,0,0
41,78.1,7,182,0,31.1,11,0.42,165,1,0,1
48,126.23,3,251,0,96.7,59,0.21,1127,1,1,2
50,48.14,17,359,0,80.5,78,0.28,1445,0,3,4
56,17.32,6,39,0,42.4,70,0.07,1127,0,2,3
47,135.47,10,86,0,44.7,43,0.2,1442,1,9,4
63,90.31,13,224,0,11.5,89,0.09,341,0,4,3
54,70.26,9,284,0,84.5,87,0.42,1513,1,7,3
68,106.85,6,137,0,0.4,5,0.16,1476,2,4,2
45,125.98,6,334,0,14.4,26,0.29,1094,1,6,2
77,81.13,10,137,0,53.4,82,0.21,118,0,0,4
48,62.27,12,63,0,18.8,32,0.71,1631,0,2,0
28,69.14,8,116,0,63.3,47,0.32,144,0,8,0
40,153.01,13,97,0,0.4,56,0.32,238,1,5,4
74,137.54,9,145,0,9.8,85,0.08,474,1,8,3
19,80.53,10,84,0,76.5,90,0.49,161,0,8,2
57,153.11,8,50,0,50.95,50,0.06,1422,1,3,4
58,60.6,11,94,0,1.9,99,0.26,461,0,3,0
44,120.95,8,277,0,50.95,74,0.26,67,0,0,3
52,193.15,12,8,0,23.9,58,0.53,505,0,8,0
19,91.59,8,346,0,84.9,28,0.25,384,1,7,3
56,71.96,9,88,0,50.95,95,0.25,1782,0,6,0
54,68.33,15,88,0,54.1,79,0.24,1318,0,8,1
38,93.19,13,218,0,8.7,55,0.41,936,0,2,3
75,154.48,7,329,0,65.7,58,0.17,501,1,5,3
22,163.18,7,349,0,15.6,40,0.3,748,1,9,3
69,192.88,11,285,0,52.2,58,0.28,442,1,0,1
62,95.83,10,160,0,59.3,72,0.41,1222,1,0,1
38,253.07,8,42,0,84.2,46,0.04,129,0,1,0
46,293.95,11,245,0,80.6,74,0.49,998,2,2,2
37,58.98,11,257,0,19.0,45,0.25,165,1,3,0
78,83.39,14,342,0,91.6,10,0.11,490,0,6,3
55,46.16,6,158,0,0.3,82,0.11,1732,1,7,3
37,94.93,9,131,0,33.0,48,0.14,957,1,2,0
67,104.31,8,46,0,6.6,92,0.33,1476,1,4,4
42,74.49,8,339,0,72.1,62,0.22,1780,1,9,2
19,316.84,9,88,0,50.0,28,0.14,1703,2,5,1
74,36.12,12,44,0,50.95,20,0.26,196,1,1,2
49,38.29,12,320,0,8.5,88,0.15,852,0,2,4
43,261.4,18,193,0,22.6,70,0.34,1645,0,1,0
23,21.28,8,5,0,92.1,41,0.32,93,2,9,0
58,175.77,16,262,0,67.8,96,0.28,1805,1,8,3
74,58.77,13,195,0,24.2,6,0.19,1529,1,1,0
20,151.49,11,17,0,89.4,11,0.32,613,1,0,4
50,30.06,10,296,0,13.6,30,0.25,501,1,3,0
18,119.05,10,106,0,68.8,3,0.52,1190,1,8,0
68,78.02,10,68,0,42.5,72,0.71,246,0,2,4
22,235.81,5,24,0,26.8,33,0.15,200,0,5,1
30,49.04,10,55,0,26.2,54,0.43,840,0,0,2
36,105.97,14,0,0,50.1,47,0.1,624,0,9,0
29,41.04,9,182,0,93.1,83,0.32,1404,1,8,2
65,35.62,9,53,0,74.2,10,0.43,45,1,0,2
42,182.11,13,80,0,66.2,19,0.11,1689,2,3,3
74,89.63,7,159,0,87.6,9,0.36,761,0,8,1
68,196.86,10,225,0,57.0,7,0.06,1088,0,6,2
52,57.16,12,263,0,19.2,61,0.16,982,0,6,3
29,101.28,10,108,0,97.7,14,0.42,968,1,8,4
47,173.74,7,308,0,53.5,2,0.35,1543,1,8,4
22,193.23,7,43,0,31.5,22,0.18,1099,1,6,4
51,58.35,11,200,0,77.8,60,0.29,682,1,2,4
39,159.46,14,283,0,46.4,45,0.29,1471,1,1,4
56,151.37,8,146,0,50.95,20,0.34,132,0,5,3
30,200.2,11,198,0,32.0,26,0.18,358,0,0,1
74,76.64,9,233,0,45.7,59,0.15,359,0,0,1
64,121.88,7,183,0,37.3,68,0.26,1433,0,9,3
71,115.25,9,34,0,55.2,39,0.38,328,2,5,3
20,67.35,9,208,0,18.3,23,0.3,555,1,7,0
77,147.7,12,359,0,57.2,80,0.5,802,1,6,2
70,158.72,13,62,0,98.7,25,0.12,1042,0,7,4
37,57.41,5,81,0,75.4,73,0.14,822,1,3,2
48,228.7,6,262,0,68.5,53,0.35,1498,1,5,0
22,128.09,14,254,0,20.1,11,0.34,915,1,4,1
41,37.41,5,38,0,58.2,25,0.29,1124,1,9,4
57,52.23,11,285,0,82.0,31,0.19,605,0,8,1
71,151.68,18,22,0,24.1,46,0.1,1346,1,3,3
50,160.31,9,83,0,8.7,27,0.31,813,0,1,2
25,225.7,11,302,0,66.2,63,0.25,826,0,4,1
41,65.45,14,205,0,67.4,47,0.43,699,1,5,0
67,69.43,11,94,0,80.4,14,0.31,840,1,5,1
37,306.02,8,62,0,63.0,23,0.44,955,1,7,4
77,214.75,21,136,0,84.8,16,0.62,108,1,2,4
33,110.35,8,150,0,26.6,20,0.16,225,0,7,2
67,94.39,11,116,0,3.5,3,0.57,1577,0,0,3
69,284.1,13,190,0,73.3,6,0.31,1585,0,7,4
29,41.85,9,201,0,38.6,29,0.12,128,1,2,0
30,82.88,10,249,0,21.0,4,0.12,1391,0,1,2
62,121.11,7,86,0,5.2,65,0.27,624,0,3,4
59,164.36,12,73,0,50.95,8,0.5,67,0,6,0
56,57.88,6,321,0,82.6,48,0.33,291,0,5,1
42,92.47,7,36,0,38.9,84,0.28,298,0,8,0
63,99.22,10,124,0,88.5,16,0.08,791,0,7,2
49,405.77,8,165,0,41.6,47,0.21,1038,0,4,4
79,225.84,9,0,0,95.2,31,0.29,1175,1,1,3
41,362.07,11,337,0,98.3,96,0.34,889,0,9,3
65,76.4,12,290,0,81.8,98,0.44,1048,1,5,0
64,244.98,8,70,0,25.6,29,0.05,1636,1,2,0
61,160.91,10,107,0,36.6,76,0.45,403,2,0,0
26,106.12,8,85,0,53.3,68,0.39,665,2,2,4
57,129.72,14,180,0,32.9,43,0.34,1800,1,7,3
67,58.3,11,24,0,81.9,34,0.14,1839,1,3,3
40,21.19,4,297,0,92.8,6,0.64,210,1,0,2
67,55.28,9,150,0,98.6,49,0.23,214,0,4,2
30,116.36,5,264,0,33.6,60,0.24,712,0,2,1
77,112.16,12,202,0,27.0,51,0.33,952,2,4,4
76,229.78,9,50,0,16.1,9,0.27,759,0,9,0
49,155.03,8,219,1,4.7,5,0.43,904,1,4,2
67,185.57,14,56,0,17.7,64,0.15,60,0,5,1
32,55.98,13,81,0,28.5,16,0.26,842,1,1,1
53,56.3,10,163,0,39.1,59,0.43,1586,2,0,3
66,46.84,13,268,0,11.0,56,0.31,1804,0,5,4
22,28.62,10,182,0,82.0,65,0.32,1667,0,8,4
39,81.79,12,179,0,61.9,84,0.24,1694,1,2,0
33,74.13,4,283,0,56.3,35,0.16,1313,1,2,4
58,142.79,16,85,0,54.5,10,0.14,148,1,8,0
27,273.36,11,110,0,29.0,89,0.34,855,0,4,4
41,21.82,7,157,0,93.8,47,0.63,1336,0,5,3
35,71.59,4,44,0,23.2,92,0.03,910,1,0,1
66,71.8,8,37,0,66.9,35,0.25,18,0,0,4
35,88.33,15,19,0,25.3,62,0.13,1578,0,8,4
24,101.86,9,96,0,99.0,33,0.36,1331,1,2,3
21,59.56,8,357,0,91.2,15,0.03,538,0,8,2
43,129.32,5,58,0,50.95,85,0.5,1709,0,9,0
22,42.07,11,223,0,98.7,35,0.15,516,2,9,2
77,40.39,11,297,0,62.6,10,0.38,575,1,9,1
72,178.66,9,188,0,72.9,80,0.25,655,1,6,2
33,216.83,8,58,0,28.3,20,0.32,179,1,1,1
52,48.64,10,7,0,21.6,8,0.42,1573,1,3,0
43,52.52,13,312,0,85.8,95,0.13,766,1,7,3
35,70.61,13,101,0,50.95,8,0.52,335,0,6,1
46,93.19,8,339,0,91.8,13,0.55,201,0,0,0
40,148.63,11,20,0,36.7,88,0.12,1505,0,4,3
70,34.53,10,304,0,0.9,76,0.38,664,1,2,2
31,134.11,9,215,0,59.2,59,0.35,1089,0,4,2
32,143.51,5,309,0,35.4,81,0.2,701,0,8,1
66,165.25,4,230,0,97.6,47,0.33,1704,0,2,4
50,165.23,16,235,0,38.7,60,0.19,686,0,7,4
42,228.75,11,150,0,31.4,41,0.03,882,0,7,3
38,125.24,13,67,0,56.6,52,0.09,713,2,5,2
34,171.29,11,45,0,73.0,76,0.37,105,1,4,0
40,21.25,9,221,0,96.7,54,0.3,406,0,3,3
74,123.93,11,239,0,7.0,36,0.26,1625,1,7,1
60,138.09,17,155,0,42.0,77,0.39,1312,1,1,1
34,171.28,18,94,0,66.4,99,0.56,62,1,5,3
75,137.31,17,96,0,0.5,69,0.25,1627,1,3,0
